Airport Code,Airport Name,City ,State,Airline,Facility,Weekday,Saturday,Sunday,latitude_deg,longitude_deg
KTN,Ketchikan International,Ketchikan,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,55.35559845,-131.7140045
KTN,Ketchikan International,Ketchikan,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,55.35559845,-131.7140045
LAN,Capital City Airport,Clinton (Township of),MI,American,AA Cargo Directory,No Cargo,No Cargo,,42.77870178222656,-84.58740234
LAN,Capital City Airport,Clinton (Township of),MI,Delta,Delta Cargo Directory,No Cargo,No Cargo,,42.77870178222656,-84.58740234
LAN,Capital City Airport,Clinton (Township of),MI,Southwest,Southwest Cargo,No Cargo,No Cargo,,42.77870178222656,-84.58740234
LAN,Capital City Airport,Clinton (Township of),MI,United,United Cargo,No Cargo,No Cargo,,42.77870178222656,-84.58740234
LAN,Capital Region International,Clinton Township,Michigan,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,42.77870178222656,-84.58740234
LAN,Capital Region International,Clinton Township,Michigan,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,42.77870178222656,-84.58740234
LAR,Laramie Regional,Laramie,Wyoming,United Express,Counter,6:00-20:00,7:00-18:00,N/A,41.31209945678711,-105.6750031
LAR,Laramie Regional,Laramie,Wyoming,United Express,Counter,6:00-20:00,7:00-18:00,N/A,41.31209945678711,-105.6750031
LAS,Harry Reid International,Las Vegas,Nevada,Allegiant,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Allegiant,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Allegiant,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Allegiant,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Southwest,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Southwest,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Southwest,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Southwest,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Spirit,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Spirit,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Spirit,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International,Las Vegas,Nevada,Spirit,Dedicated Facility,4:00-00:00,4:00-00:00,4:00-00:00,36.083361,-115.151817
LAS,Harry Reid International Airport,Las Vegas,NV,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,36.083361,-115.151817
LAS,Harry Reid International Airport,Las Vegas,NV,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,36.083361,-115.151817
LAS,Harry Reid International Airport,Las Vegas,NV,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,36.083361,-115.151817
LAS,Harry Reid International Airport,Las Vegas,NV,United,United Cargo,8:00-17:00,8:00-17:00,,36.083361,-115.151817
LAX,Los Angeles International Airport,Los Angeles,CA,American,AA Cargo Directory,6:00-23:00,6:00-23:00,,33.942501,-118.407997
LAX,Los Angeles International Airport,Los Angeles,CA,Delta,Delta Cargo Directory,6:00-23:00,6:00-23:00,,33.942501,-118.407997
LAX,Los Angeles International Airport,Los Angeles,CA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,33.942501,-118.407997
LAX,Los Angeles International Airport,Los Angeles,CA,United,United Cargo,6:00-23:00,6:00-23:00,,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,American,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,American,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,American,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,American,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,Delta,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,Delta,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,Delta,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,Delta,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,United,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,United,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,United,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LAX,Los Angeles International,Los Angeles,California,United,Dedicated Facility,24/7,24/7,24/7,33.942501,-118.407997
LBB,Lubbock Preston Smith International,Lubbock,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.663601,-101.822998
LBB,Lubbock Preston Smith International,Lubbock,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.663601,-101.822998
LBB,Lubbock Preston Smith International,Lubbock,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.663601,-101.822998
LBB,Lubbock Preston Smith International,Lubbock,Texas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.663601,-101.822998
LBB,Lubbock Preston Smith International,Lubbock,Texas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.663601,-101.822998
LBB,Lubbock Preston Smith International,Lubbock,Texas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.663601,-101.822998
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,33.663601,-101.822998
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,Delta,Delta Cargo Directory,No Cargo,No Cargo,,33.663601,-101.822998
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,33.663601,-101.822998
LBB,Lubbock Preston Smith International Airport,Lubbock,TX,United,United Cargo,No Cargo,No Cargo,,33.663601,-101.822998
LBE,Arnold Palmer Regional,Latrobe,Pennsylvania,Spirit,Counter,6:00-22:00,7:00-20:00,8:00-18:00,40.275902,-79.4048
LBE,Arnold Palmer Regional,Latrobe,Pennsylvania,Spirit,Counter,6:00-22:00,7:00-20:00,8:00-18:00,40.275902,-79.4048
LBF,North Platte Regional,North Platte,Nebraska,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,41.12620163,-100.6839981
LBF,North Platte Regional,North Platte,Nebraska,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,41.12620163,-100.6839981
LCH,Lake Charles Regional,Lake Charles,Louisiana,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,30.126100540161133,-93.22329712
LCH,Lake Charles Regional,Lake Charles,Louisiana,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,30.126100540161133,-93.22329712
LEX,Blue Grass,Lexington,Kentucky,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.036499,-84.605904
LEX,Blue Grass,Lexington,Kentucky,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.036499,-84.605904
LFT,Lafayette Regional,Lafayette,Louisiana,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,30.205299,-91.987602
LFT,Lafayette Regional,Lafayette,Louisiana,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,30.205299,-91.987602
LGA,LaGuardia,New York,New York,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.777199,-73.872597
LGA,LaGuardia,New York,New York,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.777199,-73.872597
LGB,Long Beach (Daugherty Field),Long Beach,California,Southwest,Counter,5:00-22:00,7:00-20:00,8:00-18:00,33.816523,-118.149891
LGB,Long Beach (Daugherty Field),Long Beach,California,Southwest,Counter,5:00-22:00,7:00-20:00,8:00-18:00,33.816523,-118.149891
LIH,Lihue Airport,Lihue,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,21.976,-159.339005
LIH,Lihue Airport,Lihue,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,21.976,-159.339005
LIH,Lihue Airport,Lihue,HI,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,21.976,-159.339005
LIH,Lihue Airport,Lihue,HI,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,21.976,-159.339005
LIH,Lihue Airport,Lihue,HI,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,21.976,-159.339005
LIH,Lihue Airport,Lihue,HI,United,United Cargo,No Cargo,No Cargo,,21.976,-159.339005
LIT,Bill and Hillary Clinton Ntl/Adams Field,Little Rock,Arkansas,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.729582,-92.223728
LIT,Bill and Hillary Clinton National,Little Rock,Arkansas,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.729582,-92.223728
LIT,Bill and Hillary Clinton National,Little Rock,Arkansas,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.729582,-92.223728
LIT,Bill and Hillary Clinton Ntl/Adams Field,Little Rock,Arkansas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.729582,-92.223728
LIT,Bill and Hillary Clinton National,Little Rock,Arkansas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.729582,-92.223728
LIT,Bill and Hillary Clinton National,Little Rock,Arkansas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.729582,-92.223728
LNK,Lincoln Airport,Lincoln,Nebraska,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,40.85100173950195,-96.75920105
LNK,Lincoln Airport,Lincoln,Nebraska,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,40.85100173950195,-96.75920105
LRD,Laredo International,Laredo,Texas,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,27.543800354003906,-99.46160126
LRD,Laredo International,Laredo,Texas,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,27.543800354003906,-99.46160126
LSE,La Crosse Regional,La Crosse,Wisconsin,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,43.879002,-91.256699
LSE,La Crosse Regional,La Crosse,Wisconsin,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,43.879002,-91.256699
LWS,Lewiston-Nez Perce County,Lewiston,Idaho,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,46.37450027,-117.0149994
LWS,Lewiston-Nez Perce County,Lewiston,Idaho,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,46.37450027,-117.0149994
MAF,Midland International Air and Space Port,Midland,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,31.942499,-102.202003
MAF,Midland International Air and Space Port,Midland,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,31.942499,-102.202003
MBS,MBS International,Saginaw,Michigan,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,43.531913,-84.082275
MBS,MBS International,Saginaw,Michigan,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,43.531913,-84.082275
MCE,Merced Regional,Merced,California,United Express,Counter,6:00-20:00,7:00-18:00,N/A,37.284698,-120.514
MCE,Merced Regional,Merced,California,United Express,Counter,6:00-20:00,7:00-18:00,N/A,37.284698,-120.514
MCG,McGrath Airport,McGrath,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,62.95289993,-155.6060028
MCG,McGrath Airport,McGrath,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,62.95289993,-155.6060028
MCI,Kansas City International,Kansas City,Missouri,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.2976,-94.713898
MCI,Kansas City International,Kansas City,Missouri,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.2976,-94.713898
MCI,Kansas City International,Kansas City,Missouri,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.2976,-94.713898
MCI,Kansas City International,Kansas City,Missouri,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.2976,-94.713898
MCI,Kansas City International,Kansas City,Missouri,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.2976,-94.713898
MCI,Kansas City International,Kansas City,Missouri,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.2976,-94.713898
MCN,Middle Georgia Regional,Macon,Georgia,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.69279861450195,-83.64920044
MCN,Middle Georgia Regional,Macon,Georgia,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.69279861450195,-83.64920044
MCO,Orlando International Airport,Orlando,FL,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,28.429399490356445,-81.30899811
MCO,Orlando International Airport,Orlando,FL,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,28.429399490356445,-81.30899811
MCO,Orlando International Airport,Orlando,FL,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,28.429399490356445,-81.30899811
MCO,Orlando International Airport,Orlando,FL,United,United Cargo,8:00-17:00,8:00-17:00,,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Southwest,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Southwest,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Southwest,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Southwest,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Spirit,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Spirit,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Spirit,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MCO,Orlando International,Orlando,Florida,Spirit,Dedicated Facility,5:00-23:00,7:00-21:00,8:00-20:00,28.429399490356445,-81.30899811
MDT,Harrisburg International Airport,Harrisburg,PA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,40.193501,-76.763397
MDT,Harrisburg International Airport,Harrisburg,PA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,40.193501,-76.763397
MDT,Harrisburg International Airport,Harrisburg,PA,Southwest,Southwest Cargo,No Cargo,No Cargo,,40.193501,-76.763397
MDT,Harrisburg International Airport,Harrisburg,PA,United,United Cargo,No Cargo,No Cargo,,40.193501,-76.763397
MDT,Harrisburg International,Harrisburg,Pennsylvania,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.193501,-76.763397
MDT,Harrisburg International,Harrisburg,Pennsylvania,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.193501,-76.763397
MDW,Chicago Midway,Chicago,Illinois,Southwest,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,41.785999,-87.752403
MDW,Chicago Midway,Chicago,Illinois,Southwest,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,41.785999,-87.752403
MEI,Key Field,Meridian,Mississippi,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.3326,-88.7519
MEI,Key Field,Meridian,Mississippi,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.3326,-88.7519
MEM,Memphis International,Memphis,Tennessee,Delta,Counter,5:00-22:00,7:00-20:00,8:00-18:00,35.0424,-89.9767
MEM,Memphis International,Memphis,Tennessee,Delta,Counter,5:00-22:00,7:00-20:00,8:00-18:00,35.0424,-89.9767
MEM,Memphis International Airport,Memphis,TN,American,AA Cargo Directory,8:00-17:00,Closed,,35.0424,-89.9767
MEM,Memphis International Airport,Memphis,TN,Delta,Delta Cargo Directory,7:00-18:00,7:00-18:00,,35.0424,-89.9767
MEM,Memphis International Airport,Memphis,TN,Southwest,Southwest Cargo,No Cargo,No Cargo,,35.0424,-89.9767
MEM,Memphis International Airport,Memphis,TN,United,United Cargo,No Cargo,No Cargo,,35.0424,-89.9767
MFE,McAllen Miller International Airport,McAllen,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.176141,-98.237965
MFE,McAllen Miller International,McAllen,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.176141,-98.237965
MFE,McAllen Miller International,McAllen,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.176141,-98.237965
MFE,McAllen,Texas,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,,26.176141,-98.237965
MFR,Rogue Valley International,Medford,Oregon,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,42.37419891357422,-122.8730011
MFR,Rogue Valley International,Medford,Oregon,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,42.37419891357422,-122.8730011
MGM,Montgomery Regional (Dannelly Field),Montgomery,Alabama,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.300598,-86.393997
MGM,Montgomery Regional (Dannelly Field),Montgomery,Alabama,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.300598,-86.393997
MHK,Manhattan Regional,Manhattan,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.14099884033203,-96.67079926
MHK,Manhattan Regional,Manhattan,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.14099884033203,-96.67079926
MHT,Manchester-Boston Regional,Manchester,New Hampshire,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.932598,-71.435699
MHT,Manchester-Boston Regional,Manchester,New Hampshire,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.932598,-71.435699
MIA,Miami International Airport,Miami,FL,American,AA Cargo Directory,24 hours,24 hours,,25.7932,-80.290604
MIA,Miami International Airport,Miami,FL,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,25.7932,-80.290604
MIA,Miami International Airport,Miami,FL,Southwest,Southwest Cargo,No Cargo,No Cargo,,25.7932,-80.290604
MIA,Miami International Airport,Miami,FL,United,United Cargo,6:00-22:00,6:00-22:00,,25.7932,-80.290604
MIA,Miami International,Miami,Florida,American,Dedicated Facility,24/7,24/7,24/7,25.7932,-80.290604
MIA,Miami International,Miami,Florida,American,Dedicated Facility,24/7,24/7,24/7,25.7932,-80.290604
MIA,Miami International,Miami,Florida,LATAM Cargo,Dedicated Facility,24/7,24/7,24/7,25.7932,-80.290604
MIA,Miami International,Miami,Florida,LATAM Cargo,Dedicated Facility,24/7,24/7,24/7,25.7932,-80.290604
MKE,General Mitchell International Airport,Milwaukee,WI,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,42.947201,-87.896599
MKE,General Mitchell International Airport,Milwaukee,WI,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,42.947201,-87.896599
MKE,General Mitchell International Airport,Milwaukee,WI,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,42.947201,-87.896599
MKE,General Mitchell International Airport,Milwaukee,WI,United,United Cargo,8:00-17:00,8:00-17:00,,42.947201,-87.896599
MKE,General Mitchell International,Milwaukee,Wisconsin,Frontier,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.947201,-87.896599
MKE,General Mitchell International,Milwaukee,Wisconsin,Frontier,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.947201,-87.896599
MKE,General Mitchell International,Milwaukee,Wisconsin,Frontier,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.947201,-87.896599
MKE,General Mitchell International,Milwaukee,Wisconsin,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.947201,-87.896599
MKE,General Mitchell International,Milwaukee,Wisconsin,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.947201,-87.896599
MKE,General Mitchell International,Milwaukee,Wisconsin,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.947201,-87.896599
MLB,Melbourne Orlando International,Melbourne,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,28.1028,-80.645302
MLB,Melbourne Orlando International,Melbourne,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,28.1028,-80.645302
MLI,Quad City International,Moline,Illinois,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.448502,-90.5075
MLI,Quad City International,Moline,Illinois,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.448502,-90.5075
MOB,Mobile Regional,Mobile,Alabama,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.6912,-88.242798
MOB,Mobile Regional,Mobile,Alabama,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.6912,-88.242798
MOT,Minot International,Minot,North Dakota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,48.25939941,-101.2799988
MOT,Minot International,Minot,North Dakota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,48.25939941,-101.2799988
MOU,Mountain Village Airport,Mountain Village,Alaska,Frontier Flying Service,Counter,8:00-17:00,8:00-12:00,N/A,,
MOU,Mountain Village Airport,Mountain Village,Alaska,Frontier Flying Service,Counter,8:00-17:00,8:00-12:00,N/A,,
MOU,Mountain Village Airport,Mountain Village,Alaska,Ravn Alaska,Counter,8:00-17:00,8:00-12:00,N/A,,
MOU,Mountain Village Airport,Mountain Village,Alaska,Ravn Alaska,Counter,8:00-17:00,8:00-12:00,N/A,,
MPV,Edward F Knapp State,Barre/Montpelier,Vermont,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,,
MPV,Edward F Knapp State,Barre/Montpelier,Vermont,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,,
MQT,Sawyer International,Marquette,Michigan,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,46.3536,-87.395401
MQT,Sawyer International,Marquette,Michigan,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,46.3536,-87.395401
MRY,Monterey Regional,Monterey,California,United Express,Counter,6:00-20:00,7:00-18:00,N/A,36.58700180053711,-121.8430023
MRY,Monterey Regional,Monterey,California,United Express,Counter,6:00-20:00,7:00-18:00,N/A,36.58700180053711,-121.8430023
MSL,Northwest Alabama Regional,Muscle Shoals,Alabama,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,34.745123,-87.612981
MSL,Northwest Alabama Regional,Muscle Shoals,Alabama,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,34.745123,-87.612981
MSN,Dane County Regional/Truax Field,Madison,Wisconsin,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1399,-89.337502
MSN,Dane County Regional,Madison,Wisconsin,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1399,-89.337502
MSN,Dane County Regional,Madison,Wisconsin,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1399,-89.337502
MSN,Dane County Regional/Truax Field,Madison,Wisconsin,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1399,-89.337502
MSN,Dane County Regional,Madison,Wisconsin,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1399,-89.337502
MSN,Dane County Regional,Madison,Wisconsin,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1399,-89.337502
MSO,Missoula Montana,Missoula,Montana,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.91630173,-114.0910034
MSO,Missoula Montana,Missoula,Montana,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.91630173,-114.0910034
MSP,Minneapolis-St Paul International,Minneapolis,Minnesota,Delta,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,44.880081,-93.221741
MSP,Minneapolis-St Paul International,Minneapolis,Minnesota,Delta,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,44.880081,-93.221741
MSP,Minneapolis-St Paul International,Minneapolis,Minnesota,Sun Country,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,44.880081,-93.221741
MSP,Minneapolis-St Paul International,Minneapolis,Minnesota,Sun Country,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,44.880081,-93.221741
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,United,United Cargo,8:00-17:00,8:00-17:00,,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International,Kenner,Louisiana,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International,Kenner,Louisiana,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International,Kenner,Louisiana,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.993401,-90.258003
MSY,Louis Armstrong New Orleans International,Kenner,Louisiana,Spirit,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.993401,-90.258003
MTJ,Montrose Regional,Montrose,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,38.5098,-107.893997
MTJ,Montrose Regional,Montrose,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,38.5098,-107.893997
MVY,Martha's Vineyard,Vineyard Haven,Massachusetts,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,,
MVY,Martha's Vineyard,Vineyard Haven,Massachusetts,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,,
MYR,Myrtle Beach International,Myrtle Beach,South Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,33.679699,-78.928299
